loss;epoch;iteration;global_iteration
1.7656588554382324;0;1;1
1.9398634433746338;0;2;2
1.7100467681884766;0;3;3
1.9236252307891846;0;4;4
1.572681188583374;0;5;5
1.703505516052246;0;6;6
1.4897212982177734;0;7;7
1.7478399276733398;0;8;8
1.439984917640686;0;9;9
1.7932116985321045;0;10;10
1.3292627334594727;0;11;11
1.316899061203003;0;12;12
1.3620843887329102;0;13;13
1.4056212902069092;0;14;14
1.230940341949463;0;15;15
1.1187949180603027;0;16;16
0.8948509693145752;0;17;17
1.5309902429580688;0;18;18
1.0950446128845215;0;19;19
0.861674964427948;0;20;20
0.8212754726409912;0;21;21
0.8382000923156738;0;22;22
0.7912395596504211;0;23;23
0.7144498825073242;0;24;24
0.8368147611618042;0;25;25
0.4531581401824951;0;26;26
0.7539076209068298;0;27;27
0.4689369797706604;0;28;28
0.6872233152389526;0;29;29
0.694992184638977;0;30;30
0.4826680123806;0;31;31
0.6609960198402405;0;32;32
0.4752044081687927;0;33;33
0.46136561036109924;0;34;34
0.496152400970459;0;35;35
0.488675057888031;0;36;36
0.3581552505493164;0;37;37
0.4797898828983307;0;38;38
0.37191563844680786;0;39;39
0.3047611713409424;0;40;40
0.3394569456577301;0;41;41
0.5301602482795715;0;42;42
0.40637433528900146;0;43;43
0.43253564834594727;0;44;44
0.5485482811927795;0;45;45
0.3404242694377899;0;46;46
0.4091120958328247;0;47;47
0.42215898633003235;0;48;48
0.5909750461578369;0;49;49
0.3029937148094177;0;50;50
0.5995771288871765;0;51;51
0.4019649028778076;0;52;52
0.4822208285331726;0;53;53
0.25354212522506714;0;54;54
0.4059295952320099;0;55;55
1.2090801000595093;0;56;56
0.37157875299453735;0;57;57
0.23206686973571777;0;58;58
0.3232378363609314;0;59;59
1.1148300170898438;0;60;60
0.30346888303756714;0;61;61
0.4572386145591736;0;62;62
0.29651346802711487;0;63;63
0.5619415044784546;0;64;64
0.6688910126686096;0;65;65
0.21761584281921387;0;66;66
0.48877865076065063;0;67;67
0.5998463034629822;0;68;68
0.34394341707229614;0;69;69
0.3956614136695862;0;70;70
0.3729974031448364;0;71;71
0.39492106437683105;0;72;72
0.24850234389305115;0;73;73
0.35632699728012085;0;74;74
0.1649377942085266;0;75;75
0.2699601650238037;0;76;76
0.3560020625591278;0;77;77
0.3244601786136627;0;78;78
0.24699881672859192;0;79;79
0.2523247301578522;0;80;80
0.4800249934196472;0;81;81
0.7143474221229553;0;82;82
0.2828492522239685;0;83;83
0.21105659008026123;0;84;84
0.11793672293424606;0;85;85
0.36668357253074646;0;86;86
0.33906275033950806;0;87;87
0.13658440113067627;0;88;88
0.4072277843952179;0;89;89
0.584463894367218;0;90;90
0.14517126977443695;0;91;91
0.08650654554367065;0;92;92
0.19385352730751038;0;93;93
0.6084325313568115;0;94;94
0.7101807594299316;0;95;95
0.21675273776054382;0;96;96
0.5698162913322449;0;97;97
0.6402762532234192;0;98;98
0.1322750300168991;0;99;99
0.7140060663223267;0;100;100
0.22357794642448425;0;101;101
0.10297620296478271;0;102;102
0.2929832339286804;0;103;103
0.22542724013328552;0;104;104
0.44022276997566223;0;105;105
0.47070732712745667;0;106;106
0.07983839511871338;0;107;107
0.16460132598876953;0;108;108
